,loss,sparse_top_k_categorical_accuracy,sparse_categorical_crossentropy,val_loss,val_sparse_top_k_categorical_accuracy,val_sparse_categorical_crossentropy
0,1.2596332314247778,0.46575164794921875,1.259631872177124,1.245238753178945,0.4805293381214142,1.2445755004882812
1,1.2329269661005122,0.48232531547546387,1.2329273223876953,1.2504793333892639,0.45943740010261536,1.2521722316741943
2,1.2311982866399083,0.4820112884044647,1.2311984300613403,1.2415857243423278,0.48961585760116577,1.2399131059646606
3,1.2279844697276054,0.4857310354709625,1.2279859781265259,1.2311569440823336,0.48677587509155273,1.2298688888549805
4,1.2243383671643984,0.48869389295578003,1.224336862564087,1.2122114704778562,0.4947790205478668,1.2137864828109741
5,1.22333719277417,0.4882563352584839,1.2233383655548096,1.2160334827808232,0.48803791403770447,1.2168601751327515
6,1.2232877495681798,0.4898095428943634,1.2232881784439087,1.2176451003895357,0.4826813340187073,1.2159398794174194
7,1.2190498088893362,0.4919314682483673,1.2190508842468262,1.2199649716225953,0.48640871047973633,1.2201085090637207
8,1.2174342094870325,0.4929546117782593,1.2174341678619385,1.2316109833235924,0.4946717321872711,1.2301788330078125
9,1.2161468466628362,0.4944092631340027,1.2161469459533691,1.2108631477906153,0.49375489354133606,1.2111765146255493
10,1.2136680038518928,0.4958901107311249,1.2136695384979248,1.208429462921161,0.4980551600456238,1.2073330879211426
11,1.2110854888683757,0.49669405817985535,1.211085557937622,1.2035955405579164,0.5002486705780029,1.2026468515396118
12,1.2088868108870179,0.49866899847984314,1.208888053894043,1.2092131602649505,0.4919704496860504,1.2088180780410767
13,1.2124860648378533,0.4976464509963989,1.2124863862991333,1.2002490936563566,0.5022066831588745,1.202439308166504
14,1.209967132153513,0.4982563555240631,1.2099682092666626,1.1990824126853392,0.5006542205810547,1.2011995315551758
15,1.2081486352605024,0.49848079681396484,1.20814847946167,1.211161175599465,0.4932911992073059,1.2113033533096313
16,1.2084353670631487,0.49894094467163086,1.2084356546401978,1.200429495710593,0.5012192130088806,1.199167251586914
17,1.2053611428882243,0.4996145963668823,1.2053601741790771,1.2055401409474702,0.4985519349575043,1.207258939743042
18,1.2059543341306467,0.5012151598930359,1.2059555053710938,1.2067703263690839,0.49701136350631714,1.204330325126648
19,1.203592516010043,0.5026400685310364,1.203593134880066,1.1957084218469949,0.5056765079498291,1.194560170173645
20,1.2038136260674523,0.5014903545379639,1.2038136720657349,1.1995043625625281,0.5009614825248718,1.2007791996002197
21,1.2033457516953558,0.5014514923095703,1.2033464908599854,1.1921362911279385,0.5087974071502686,1.1925190687179565
22,1.2020974080395643,0.5026536583900452,1.2020975351333618,1.2013293438805983,0.500444233417511,1.200394630432129
23,1.2007663183254416,0.50291907787323,1.2007662057876587,1.206839180049988,0.492430716753006,1.2079524993896484
24,1.1993219015955494,0.50377357006073,1.1993223428726196,1.1848463986355524,0.5137961506843567,1.1841069459915161
25,1.2015491242883738,0.5038630962371826,1.2015501260757446,1.2125749060740838,0.49063825607299805,1.2140893936157227
26,1.1979050043437165,0.5054383873939514,1.1979055404663086,1.1890344943564672,0.5046608448028564,1.1909745931625366
27,1.2001548576648655,0.5028858780860901,1.2001543045043945,1.2031480088256872,0.4967886507511139,1.2050658464431763
28,1.1981908492190338,0.503704845905304,1.1981916427612305,1.1930322019526591,0.5028833746910095,1.192697525024414
29,1.1969681552238838,0.5039937496185303,1.1969683170318604,1.194959463694921,0.5013080835342407,1.196966290473938
